,Title,date
108,"Japanese, Waiting in Line for Hours, Follow Social Order After Quake - ABC News",2011-03-14
1109,Japan Injects $183 Billion to Stabilize Quake Rattled Economy - Voice of America - VOA News,2011-03-14
1121,Earthquake/Tsunami Relief: How To Help Japan - WBUR News,2011-03-14
199,Japan's top-notch tsunami preparation may have prevented worst - Reuters.com,2011-03-14
123,"Millions Of Stricken Japanese Lack Water, Food, Heat - NPR",2011-03-14
103,"Opinion | If the Japanese can't build a safe reactor, who can? - The Washington Post",2011-03-14
1168,"Japan earthquake, tsunami death toll likely above 10000; survivors ... - The Washington Post",2011-03-14
156,Tsunami Warning Systems: Lessons from Japan - Voice of America - VOA News,2011-03-14
1128,Markets continue dive over nuclear disaster worries - FRANCE 24 English,2011-03-15
1126,Japan's Nuclear Crisis: A Timeline of Key Events - CNBC,2011-03-15
1154,"Market Report - Mar. 15, 2011 - CNNMoney.com - CNN.com",2011-03-15
1198,Japan earthquake: A small firm hopes to make buildings safer - Mar ... - CNN.com,2011-03-15
180,Strong Public Interest in Japan Disaster - Pew Research Center,2011-03-15
1169,Aflac duck voice: Great quack. Bad tweets. - The Christian Science Monitor,2011-03-15
117,Why Japan relies on nuclear power - CNN,2011-03-15
106,China Acts Fast In Aiding Japan Post-Earthquake - NPR,2011-03-15
1145,Japan earthquake more expensive than Hurricane Katrina - Mar. 15 ... - CNN.com,2011-03-15
139,Disaster in Japan Raises Nuclear Concerns in U.S. - Gallup Poll,2011-03-16
115,Japan's Fukushima 50: Heroes Who Volunteered to Stay Behind at Japan's Crippled Nuclear Plants - ABC News,2011-03-16
1129,Japan's Fukushima 50: Heroes Who Volunteered to Stay Behind at Japan's Crippled Nuclear Plants - ABC News,2011-03-16
181,"Japan Earthquake Shortened Days, Increased Earth's Wobble - National Geographic",2011-03-16
1158,"Michael Lewis' 1989 Article: ""How A Tokyo Earthquake Could Devastate Wall Street & The Global Economy"" - Business Insider",2011-03-16
172,Graduate School Stafford Loan FAQs - U.S. News & World Report,2011-03-16
175,"After Earthquake And Tsunami, Shock Begins To Turn To Anger In ... - NPR",2011-03-16
148,"U.S. breaks from Japan, expands evacuation zone near stricken ... - CNN",2011-03-16
193,Helicopters Pour Water On Stricken Japanese Nuclear Power Reactor - NPR,2011-03-16
1195,Earthquake Could Stymie Real-Estate Recovery - The Wall Street Journal,2011-03-16
152,Looting in Japan: Why so little looting in Japan? The explanation is ... - Slate,2011-03-16
177,Japan Disaster Recovery Efforts Get Help From Satellites - Space.com,2011-03-16
146,"Can I Afford a House, Car, and Vacation? - U.S News & World Report Money",2011-03-16
113,Japan's Quake May Result In Huge Insurance Claims - NPR,2011-03-17
1188,The fallout - The Economist,2011-03-17
166,Japan Quake Epicenter Was in Unexpected Location - WIRED,2011-03-17
1132,"Backroom Talks, Secret Protocol Mark G7 Intervention - CNBC",2011-03-17
1151,Japan's Quake May Result In Huge Insurance Claims - NPR,2011-03-17
102,A Contrast In Catastrophe: Japan And Haiti - Forbes,2011-03-17
142,"After Tsunami, Japanese Turn To Ancient Rituals - NPR",2011-03-17
1148,Japan earthquake aid hits $87 million - lower than Haiti - Mar. 18 ... - CNN.com,2011-03-18
127,"History Of Tsunami, The Word And The Wave, Runs Long In Japan - NPR",2011-03-18
197,Japan earthquake aid hits $87 million - lower than Haiti - Mar. 18 ... - CNN.com,2011-03-18
1117,Japan disaster: G7 intervene to control yen rise - BBC,2011-03-18
122,Japan Earthquake May Have Shifted Earth's Axis - NPR,2011-03-18
150,"Divine Retribution? Japan Quake, Tsunami Resurface God Debate - ABC News",2011-03-18
149,Disasters such as the earthquake and tsunami in Japan prompt ... - Los Angeles Times,2011-03-19
151,Quake in Japan Broke a Link in Global Supply Chain - The New York Times,2011-03-19
173,Missing Virginia Teacher's Body Found in Japan - ABC News,2011-03-20
1140,"Buffett expresses confidence in S.Korea, optimism for Japan - The Hankyoreh",2011-03-22
1162,Japan Disaster Cost Estimate: $300 Billion - WSJ - The Wall Street Journal,2011-03-22
1185,Japan Crisis Sparks Nuclear Waste Questions In U.S. - NPR,2011-03-22
1104,Japan Quake is World's Costliest Natural Disaster - Voice of America - VOA News,2011-03-22
128,Japan's Earthquake and the Hazards of an Aging Population - The Atlantic,2011-03-23
1122,Supply chain disruptions force more delays in Japan - Reuters.com,2011-03-23
1174,Looting Rears Its Head in Japan - WSJ - The Wall Street Journal,2011-03-23
1190,Looking to Buy a Japanese Car After the Disasters? Here's What You Need to Know - CNBC,2011-03-23
1107,Japan Tsunami Damage Cost Could Top $300 Billion - Voice of America - VOA News,2011-03-24
1111,TI Sees Japan Plant Back Online by September: CEO - CNBC,2011-03-24
119,A Country Divided: Japan's Electric Bottleneck - NPR,2011-03-24
1191,Japan Food Fears Prompt Import Curbs - WSJ - The Wall Street Journal,2011-03-25
190,Grief-Stricken Japanese Reluctant To Open Up - NPR,2011-03-25
160,Yakuza among first with relief supplies in Japan - Reuters.com,2011-03-25
1176,5 Worst Disasters - How Did the Stock Market React? - Nasdaq,2011-03-25
126,Japan Government Criticizes Nuclear Plant Operator - NPR,2011-03-26
186,Radioactive Water Found In Tunnels At Japan Plant - NPR,2011-03-28
136,Reading List: Books To Help You Understand Japan - NPR,2011-03-28
163,Postcard From Japan: Why I Stayed - The New Yorker,2011-03-28
1199,Hedge Fund Legend Wipes Out 6 Months Worth of Gains By Mis-Trading The Japanese Earthquake - Business Insider,2011-03-28
155,Radioactivity spreads in Japan - Nature.com,2011-03-29
1106,"Vix parity, volatility arbitrage and Japan - Financial Times",2011-03-29
1149,"Official: Quake, tsunami could cost Japan $300 billion - CNN",2011-03-31
131,Public Anger Against Nuclear Power Mounts In Japan - NPR,2011-03-31
118,Timeline: Most impactful events of the U.S. financial crisis - Reuters.com,2011-03-31
162,The US Is About To Have More Financial Engineers Than It Will ... - Business Insider,2011-03-31
165,Timeline: A Nuclear Crisis Unfolds In Japan - NPR,2011-03-31
1197,Japan Cabinet Abandons Emergency Worker Uniform for Recovery ... - The Wall Street Journal,2011-04-04
1196,Northeast Japan's Environment Ravaged - WSJ - The Wall Street Journal,2011-04-05
196,Mānoa: Researchers predict tsunami debris from Japan to hit Hawai ... - Diario News 24,2011-04-06
107,"In Japan, Shaken Soil Turned Soft After Quake - NPR",2011-04-07
179,"Economic Views Sag, Obama Rating Slips - Pew Research Center",2011-04-07
1175,World's Largest Concrete Boom Pumps en Route to Japan to Help ... - PR Newswire,2011-04-09
147,"Amid disaster, Japan's societal mores remain strong - CNN",2011-04-10
1166,UCSF faculty are working on several fronts to address ongoing ... - UC San Francisco,2011-04-12
1110,Taiwan gives most in world to Japan - 台北時報,2011-04-17
1118,Japan Taps US Robots for Reactor Cleanup Help - CNBC,2011-04-18
116,"Quake moved Japan coast 8 feet, shifted Earth's axis - CNN",2011-04-20
125,1 in 4 U.S. children raised by a single parent - CBS News,2011-04-27
141,End Game for China and US Economic Stand-Off - CNBC,2011-05-03
179,Four Deaths in E. coli O111 Outbreak in Japan - Food Safety News,2011-05-05
169,"After Osama Bin Laden's Death, Billions in U.S. Aid to Pakistan Questioned - ABC News",2011-05-05
191,Nuclear Accident Clouds Japan’s Plan to Build 14 New Reactors - The New York Times,2011-05-09
1138,Japan nuke plant to shut down over quake fears - CBS News,2011-05-09
1153,Toyota's Latest Struggles Bare Export Ills - Wall Street Journal,2011-05-12
124,G.M. Restores Its Supply Chain After Japan Quake - The New York Times,2011-05-12
1152,Third worker dies at Japan nuclear plant - Al Jazeera English,2011-05-14
180,Americans' Economic Concerns Reach Two-Year High - Gallup Poll,2011-05-16
137,Pang Da: Saab's white knight - Financial Times,2011-05-17
135,Atmosphere Above Japan Heated Rapidly Before M9 Earthquake - MIT Technology Review,2011-05-18
143,Earthquake and Aftermath Push Japan Into a Recession (Published ... - The New York Times,2011-05-18
1112,Earthquake and Aftermath Push Japan Into a Recession (Published ... - The New York Times,2011-05-18
117,"Obama: US Supports Political, Economic Reform in Mideast, N. Africa - Voice of America - VOA News",2011-05-18
198,U.S. Was Warned on Vents Before Failure at Japan's Plant ... - The New York Times,2011-05-18
1144,Japan's economy slips into recession - FRANCE 24 English,2011-05-19
1116,Japan falls back into recession - Al Jazeera English,2011-05-19
1180,A Real 'Peach': Japan's 1st Budget Airline - The Wall Street Journal,2011-05-24
188,Can 'Made in America' Survive in a Global Economy? - CNBC,2011-05-25
181,BAT lights up in Colombia - Financial Times,2011-05-26
161,About Us - FA Mag,2011-05-27
149,U.S. Job Satisfaction Struggles to Recover to 2008 Levels - Gallup Poll,2011-05-31
1193,"Recession may be over, but economic recovery still at risk - Jun. 2 ... - CNN.com",2011-06-02
188,Why Do Japanese Prime Ministers Keep Resigning? - The Atlantic,2011-06-03
145,"IMF Survey: Japan Set to Recover Sharply, but Disaster Takes ... - International Monetary Fund",2011-06-08
1101,"IMF Survey: Japan Set to Recover Sharply, but Disaster Takes ... - International Monetary Fund",2011-06-08
187,Citibank Breach: 6 Tips to Bank Online Safely - ABC News,2011-06-09
1186,Japan tsunami and earthquake: Pictures of recovery 3 months later - Daily Mail,2011-06-10
145,US Housing Crisis Is Now Worse Than Great Depression - CNBC,2011-06-14
119,Is 'Big Food's' Big Money Influencing the Science of Nutrition? - ABC News,2011-06-15
1181,JAPAN > CHINA > AMERICA: Presenting The World's Fastest Computers - Business Insider,2011-06-21
100,My Life as an Undocumented Immigrant - The New York Times,2011-06-22
1184,Tepco Shareholders Ally to Oppose Nuclear Power - The New York Times,2011-06-26
186,Grand jury criticizes East Side Union school district for lax financial controls - The Mercury News,2011-06-28
174,Why U.S. Companies Aren't So American Anymore - U.S News & World Report Money,2011-06-30
1165,Larry Summers Answers 3 Questions About The Economy On Quora - Business Insider,2011-06-30
183,CCP birthday gala: where's Jiang Zemin? - Financial Times,2011-07-01
138,Warren Buffett's 5-Minute Plan to Fix the Deficit - CNBC,2011-07-07
114,Meat Made From Human Feces: Hoax or Japan's Best New Invention? - Forbes,2011-07-08
139,"Whites recover, but the black recession lingers - CBS News",2011-07-09
146,Women's World Cup: Japan’s Late Goal Shocks Germany - The New York Times,2011-07-09
140,Quick Action Helps Google Win Friends in Japan (Published 2011) - The New York Times,2011-07-10
159,Super-Resistant Gonorrhea Strain Found In Japan : Shots - Health ... - NPR,2011-07-12
1134,Fateful Move Exposed Japan Plant - WSJ - Wall Street Journal,2011-07-12
184,Japan’s World Cup Team Lifts a Country - The New York Times,2011-07-14
100,Antibiotic Resistant Gonorrhea Found In Japan - NPR,2011-07-15
130,Women’s World Cup Final: Japan Battles Back Against United States - The New York Times,2011-07-17
101,"U.S. Loses To Japan, In A Game Of Many Chances - NPR",2011-07-17
155,Age of austerity? not in Indonesia - Financial Times,2011-07-19
103,Lack of Money Tops List of Americans' Financial Worries - Gallup Poll,2011-07-22
198,"Betting $4.8 billion in CDS on U.S. debt default - Jul. 26, 2011 - CNN.com",2011-07-26
1187,Seattle DJC.com local business news and data - Real Estate ... - Seattle Daily Journal of Commerce,2011-07-28
148,The Federal Reserve: CNBC Explains - CNBC,2011-07-28
1135,"Japan Economy Survives Reactor Shutdowns, and Tokyo Rethinks ... - Wall Street Journal",2011-07-29
175,Guest post: China's mutant turtles - Financial Times,2011-08-03
1164,Japan weakens yen as crisis grips - FRANCE 24 English,2011-08-04
111,6 Ways to Profit From the U.S. Debt Crisis - ABC News,2011-08-04
147,S&P Downgrades US Credit Rating to AA-Plus - CNBC,2011-08-05
140,S.& P. Downgrades Debt Rating of U.S. for the First Time (Published ... - The New York Times,2011-08-05
133,"S&P downgrades U.S. credit rating - Aug. 5, 2011 - CNN.com",2011-08-05
150,S&P Downgrades U.S. Debt for First Time - Wall Street Journal,2011-08-06
129,"No Chance of Default, US Can Print Money: Greenspan - CNBC",2011-08-07
178,Standard & Poor's Explains US Credit Rating Downgrade - Voice of America - VOA News,2011-08-07
106,China and US debt: a sanctimonious drug dealer - Financial Times,2011-08-08
110,Dow plunges 519 points as fear grips Wall Street - CBS News,2011-08-11
197,'Real Housewives of Beverly Hills' Husband Was $1.5 Million in Debt Before Apparent Suicide - ABC News,2011-08-16
168,Honest Japanese Return $78 Million in Cash Found in Quake Rubble - ABC News,2011-08-17
174,Strong Yen Is a Two-Edged Sword for Japan (Published 2011) - The New York Times,2011-08-18
1125,Strong Yen Is a Two-Edged Sword for Japan (Published 2011) - The New York Times,2011-08-18
154,Quake in Japan Causes Costly Shift to Fossil Fuels - The New York Times,2011-08-19
121,American Folk Art Museum Considers Final Options - The New York Times,2011-08-19
151,FBI examines U.S. soccer boss’s financial records - Stabroek News,2011-08-20
196,All quiet on the convertibility front - Financial Times,2011-08-23
101,HHS Tightens Financial Conflict of Interest Rules for Researchers - National Institutes of Health (.gov),2011-08-23
1194,Hurricane Irene Gaining Strength; Japan Expecting New Prime ... - NPR,2011-08-23
1170,Japan's Seiji Maehara Enters Prime Minister Race - Wall Street Journal,2011-08-24
108,JPMorgan to Pay $88 Million for Violating US Sanctions - CNBC,2011-08-25
173,Obesity Rates Projected to Soar - ABC News,2011-08-25
1123,Japan Nuke Plant Radiation Leak Exceeds Hiroshima - CNBC,2011-08-26
1172,"Japan has highest life expectancy rate, study - CBC.ca",2011-08-30
1113,Tesco announces retreat from Japan - Financial Times,2011-08-31
1163,Tesco's exit adds to Japan's tough reputation - Financial Times,2011-09-01
131,"In Africa, U.S. Watches China's Rise - WSJ - Wall Street Journal",2011-09-02
1131,Noda unveils Japan cabinet as he seeks to boost growth - BBC,2011-09-02
1161,"In Tsunami's Wake, a Car-Sales Boom in Japan - Wall Street Journal",2011-09-06
1127,McCann Worldgroup Strengthens Leadership Team in Japan - PR Newswire,2011-09-07
114,American Economic Decline? Exaggerated - CNBC,2011-09-12
157,Brandeis rises in U.S. News rankings of universities | BrandeisNOW - Brandeis University,2011-09-12
125,Japanese Seniors: Send Us To Damaged Nuclear Plant - NPR,2011-09-12
130,"Dimon: New global bank regulation is 'anti-American' - Sep. 12, 2011 - CNN.com",2011-09-12
1179,Heard on the Street: China's Lessons From Mexico and Japan - Wall Street Journal,2011-09-13
127,Catawba College - Catawba College News,2011-09-14
144,Toys 'R Us Looks for Its Own 'Missoni Moment' - CNBC,2011-09-14
1159,Mitsubishi Motors Auctioning Final Production 2012 Eclipse with ... - PR Newswire,2011-09-15
116,US concerned about Taiwan candidate - Financial Times,2011-09-15
152,"Predatory Lending: Wall Street Profited, Minority Families Paid the ... - ACLU",2011-09-16
182,"Market Report - Sep. 21, 2011 - CNNMoney - CNN.com",2011-09-21
190,"In Rush to Assist Solyndra, U.S. Missed Warning Signs - The New York Times",2011-09-22
153,"Latin American States at UN focus on financial crisis, suggest ... - UN News",2011-09-22
189,Mitt Romney's Middle Class Moment - ABC News,2011-09-23
123,10 Economic Lessons From Michael Lewis' Boomerang - ABC News,2011-09-27
193,US Jews find financial support at their synagogues - The Jerusalem Post,2011-09-27
176,Country music brings home US economic woes - BBC,2011-09-27
171,Why Math and Science Education Means More Jobs - U.S. News & World Report,2011-09-27
